Company:,Scotts ID:,Legal Name:,# of Employees:,Address:,Sales:,Square Footage:,Telephone:,Year Established:,Head Office:,Geocoded By:,Fax:,Web Site:,Census Division:,Executives:,NAICS:,Business Types:,Products:,Exporter (Y/N):,Location Address:
The Ideal Environment,19430743,The Ideal Environment / Brian Lee Architect,8,2318 Queen St E,Under $1 Million,,416-363-7199,1986,,Address,416-363-5834,www.theidealenvironment.com,"Toronto Metropolitan Municipality, ON","Ms. Marilyn Lake-Co-Owner
Mr. Brian Lee-Co-Owner","541410-Interior Design Services
541320-Landscape Architectural Services
541690-Other Scientific and Technical Consulting Services
541310-Architectural Services","Professional, Scientific & Technical Services","Interior design services, Green energy project consultants, Land development consultants, Architectural firm",Y,"2318 Queen St EToronto,ONM4E1G8"
The Impact Group,68454588,The Impact Group,4,400-215 Spadina Ave,Under $1 Million,,416-481-7070,1987,,Address,,www.impactg.com,"Toronto Metropolitan Municipality, ON","Mr. Jeffery Crelinsten-CEO
Ms. Rebecca Melville-Bus Mgr","541611-Administrative Management and General Management Consulting Services
541619-Other Management Consulting Services","Professional, Scientific & Technical Services","Business consultants, Marketing consultants, Communications consultants",N,"400-215 Spadina AveToronto,ONM5T2C7"
The Institute for Performance,35828849,The Institute for Performance and Learning,8,315-720 Spadina Ave,Under $1 Million,,416-367-5900,1946,,Address,416-367-1642,www.performanceandlearning.ca,"Toronto Metropolitan Municipality, ON",Ms. Jane Duffy-Dir-Mktg,"813920-Professional Organizations
813910-Business Associations",Services,"Association: non-profit, Association: professional",N,315-720 Spadina AveM5S2T9
The Institute of Corporate,35785908,The Institute of Corporate Directors,31,2701-250 Yonge St,$1-5 Million,"10,000",416-593-7741,1981,,Address,416-593-0636,www.icd.ca,"Toronto Metropolitan Municipality, ON","Doctor. Gail Cook-Bennett-Chair
Mr. Alazhar Khalfan-Dir-Mktg","813920-Professional Organizations
611430-Professional and Management Development Training
813910-Business Associations","Educational Services
Services","Association: non-profit, Association: professional, Professional development seminars",N,2701-250 Yonge StM5B2L7
The Interim,18555584,Interim Publishing Ltd. - The Interim,4,300-104 Bond St,Under $1 Million,,416-204-1687,1983,,Address,416-204-1027,www.theinterim.com,"Toronto Metropolitan Municipality, ON","Mr. Dan Di Rocco-Circ Mgr
Mr. Paul Tuns-Editor",511110-Newspaper Publishers,Information and Cultural Industries,Publishing: newspaper,N,"300-104 Bond StToronto,ONM5B1X9"
The Intertain Group Limited,119508418,The Intertain Group Limited,,24 Duncan St,N/A,,416-207-3307,2010,,Address,416-352-1456,www.intertain.com,"Toronto Metropolitan Municipality, ONMarket:Toronto Stock Exchange","Mr. John FitzGerald-Pres/CEO
Mr. Keith Laslop-CFO",551113-Holding Companies-Primary,Services,Holding company,,"24 Duncan StFloor 2Toronto,ONM5V2B8"
The Ireland Fund of Canada,36032647,The Ireland Fund of Canada,3,401-67 Yonge St,Under $1 Million,,416-367-8311,1978,,Address,416-367-5931,www.theirelandfunds.org/canada,"Toronto Metropolitan Municipality, ON",Ms. Jane Noonan-Exec Dir,813210-Grant-Making and Giving Services,Services,Charitable organizations,N,"401-67 Yonge StToronto,ONM5E1J8"
The Jane Goodall Institute,92099368,The Jane Goodall Institute of Canada,11,563 Spadina Cres,Under $1 Million,,416-978-3711,1999,,Address,416-978-3713,www.janegoodall.ca,"Toronto Metropolitan Municipality, ON",Mr. Pilobello-Fin/Admn Mgr,"813990-Other Membership Organizations
813310-Social Advocacy Organizations",Services,"Association: conservation, Association: non-profit",N,"1046-5 Bancroft AveToronto,ONM5S1C1"
"The Japan Foundation, Toronto",34360131,"The Japan Foundation, Toronto Library",3,300-2 Bloor St E,Under $1 Million,,416-966-2935,1995,,Address,416-966-9773,www.jftor.org,"Toronto Metropolitan Municipality, ON",Ms. Mariko Liliefeldt-Chief Librarian,519121-Libraries,Information and Cultural Industries,Library: special,N,"300-2 Bloor St EToronto,ONM4W1A8"
The Jeffery Group Ltd.,76720799,The Jeffery Group Ltd.,18,502-180 Bloor St W,$1-5 Million,"3,000",416-361-1475,1994,,Address,416-361-1652,www.wxnetwork.com,"Toronto Metropolitan Municipality, ON",Ms. Pamela Jeffery-Owner,"541612-Human Resources Consulting Services
541820-Public Relations Services
561310-Employment Placement Agencies and Executive Search Services
541611-Administrative Management and General Management Consulting Services","Professional, Scientific & Technical Services
Administrative and Support, Waste Management and Remediation Services","Government relations consultants, Communications consultants, Strategic management consultants, Public affairs consultants, Executive search services",YExport Countries:Ireland,"502-180 Bloor St WToronto,ONM5S2V6"
The Juggernaut Productions,73770200,The Juggernaut Productions,8,100-462 Wellington St W,$1-5 Million,,416-306-0303,,,Address,416-306-0553,www.thejuggernaut.ca,"Toronto Metropolitan Municipality, ON",Mr. Craig Small-Pres,512110-Motion Picture and Video Production,Information and Cultural Industries,Computer animation services,N,100-462 Wellington St WM5V1E3
The Keg Restaurants Ltd.,122291125,The Keg Restaurants Ltd.,,560 King St W,N/A,,416-364-7227,,The Keg Restaurants Ltd.420-295 The West MallTorontoONM9C4Z4Canada,Address,,www.kegsteakhouse.com/locations/king-west-keg,"Toronto Metropolitan Municipality, ON",Ms. Angie Shelley-Gen Mgr,722511-Full-Service Restaurants,Accommodation and Food Services,Restaurant: full-service,N,560 King St WM5V0L5
The Keg Steakhouse & Bar,20176401,The Keg Steakhouse & Bar,120,515 Jarvis St,N/A,,416-964-6609,1971,The Keg Restaurants Ltd.10100 Shellbridge WayRichmondBCV6X2W7,Address,416-964-6730,www.kegsteakhouse.com,"Toronto Metropolitan Municipality, ON",Ms. Jennifer Anthony-Gen Mgr,"722511-Full-Service Restaurants
722410-Drinking Places (Alcoholic Beverages)",Accommodation and Food Services,"Restaurant: full-service, Bar",N,"515 Jarvis StToronto,ONM4Y2H7"
The Keg Steakhouse & Bar,20176279,The Keg Steakhouse & Bar,64,26 The Esplanade,N/A,,416-367-0685,1971,The Keg Restaurants Ltd.10100 Shellbridge WayRichmondBCV6X2W7,Address,416-367-3798,www.kegsteakhouse.com,"Toronto Metropolitan Municipality, ON",Mr. Blair Wilkinson-Gen Mgr,"722410-Drinking Places (Alcoholic Beverages)
722511-Full-Service Restaurants",Accommodation and Food Services,"Restaurant: full-service, Bar",N,"26 The EsplanadeToronto,ONM5E1A6"
The Kenneth G Mills Foundation,18539554,The Kenneth G. Mills Foundation,5PO Box 790 Stn F,,Under $1 Million,"2,000",416-410-0453,2005,,Postal Code,,www.kgmfoundation.org,"Toronto Metropolitan Municipality, ON","Mr. Steve Mack-Pres
Mrs. Valerie Webster-Sls Mgr","414420-Book, Periodical and Newspaper Merchant Wholesalers
417920-Service Establishment Machinery, Equipment and Supplies Merchant Wholesalers
511130-Book Publishers
334610-Manufacturing and Reproducing Magnetic and Optical Media
512240-Sound Recording Studios
414440-Sound Recording Merchant Wholesalers","Manufacturer
Distributor
Information and Cultural Industries","Publishing: book, Books, Cassettes: pre-recorded, Records: pre-recorded, Discs: compact, Compact disc duplication",YExport Countries:Worldwide,"Toronto,ONM4Y2N7"
The Key Publishing House Inc.,111638881,The Key Publishing House Inc.,,A102-1075 Bay St,N/A,,416-935-1790,,,Address,416-935-1790,www.thekeypublish.com,"Toronto Metropolitan Municipality, ON",,511130-Book Publishers,Information and Cultural Industries,Publishing: book,N,A102-1075 Bay StM5S2B2
The Kirkland Partnership Inc.,18746406,"The Kirkland Partnership Inc., Architects",15,400-225 Richmond St W,$1-5 Million,,416-971-8880,1985,,Address,416-977-1327,www.tkp.ca,"Toronto Metropolitan Municipality, ON",Mr. Michael Kirkland-Principal,541310-Architectural Services,"Professional, Scientific & Technical Services",Architectural firm,N,400-225 Richmond St WM5V1W2
The Knowledge Transfer Company,83957020,The Knowledge Transfer Company,15,2003-50 Prince Arthur Ave,$1-5 Million,,416-929-7193,1996,,Address,,www.theknowledgetransfercompany.ca,"Toronto Metropolitan Municipality, ON",Ms. Kelly Juhasz-Pres,"512110-Motion Picture and Video Production
541490-Other Specialized Design Services
611430-Professional and Management Development Training
541514-Computer Systems Design and Related Services (Except Video Game Design and Development)
541690-Other Scientific and Technical Consulting Services","Professional, Scientific & Technical Services
Information and Cultural Industries
Educational Services","Media consultants, Computer software development, Web site development, Portal technology provider, Project management: e-learning, Video production, Professional development training",N,2003-50 Prince Arthur AveM5R1B5
The Language Workshop Inc.,33128267,The Language Workshop Inc./Global Village Toronto,45,180 Bloor St W,Under $1 Million,,416-968-1405,1979,,Address,416-968-6667,www.gvenglish.com,"Toronto Metropolitan Municipality, ON","Ms. Geneviève Bouchard-Pres
Ms. Donna Daly-VP
Mr. Chris Pink-Dir-Prog",611690-All Other Schools and Instruction,Educational Services,"Adult & continuing education, Training courses: language",N,180 Bloor St WFloor 2M5S2V6
The Laudi Group,76722399,The Laudi Group,12,403-517 Wellington St W,$1-5 Million,,416-934-9500,2001,,Address,416-935-0025,www.laudi.com,"Toronto Metropolitan Municipality, ON",Mr. Alex Stobie-Sr Recruiter,561310-Employment Placement Agencies and Executive Search Services,"Administrative and Support, Waste Management and Remediation Services","Executive recruiters, Executive search services",N,"403-517 Wellington St WToronto,ONM5V1G1"
The Lavin Agency Ltd.,30804927,The Lavin Agency Ltd.,20,1200-119 Spadina Ave,$1-5 Million,,416-979-7979,1988,,Address,416-979-7987,www.thelavinagency.com,"Toronto Metropolitan Municipality, ON","Ms. Linda Cook-Controller
Mr. David Lavin-Pres","711410-Agents and Managers for Artists, Athletes, Entertainers and Other Public Figures","Arts, Entertainment and Recreation","Agents/managers for artists, Agents for public speakers",N,1200-119 Spadina AveM5V2L1
The Learning Edge Corp.,68448169,The Learning Edge Corp.,3,90 Claremont St,N/A,,416-248-0667,1991,,Address,,www.theledge.com,"Toronto Metropolitan Municipality, ON","Mr. Bohdan Dowhal-Pres
Mr. Danny Dowhal-CEO","512110-Motion Picture and Video Production
611690-All Other Schools and Instruction
541514-Computer Systems Design and Related Services (Except Video Game Design and Development)
519130-Internet Publishing and Broadcasting and Web Search Portals
518210-Data Processing, Hosting, and Related Services","Educational Services
Professional, Scientific & Technical Services
Information and Cultural Industries","Web site design services, Film production: Interactive, Database management, Interactive teaching tools: web, Training courses: on-line",N,"90 Claremont StToronto,ONM6J2M5"
The Lettering Shop Inc.,18557233,The Lettering Shop Inc.,2,102-360 Dufferin St,Under $1 Million,"1,100",416-599-0700,1970,,Address,,www.letteringshop.ca,"Toronto Metropolitan Municipality, ON","Mrs. Arlene McLean-Co-Owner
Mr. Duncan McLean-Co-Owner","323115-Digital Printing
339950-Sign Manufacturing",Manufacturer,"Signs: commercial, Letters: vinyl, Printing: digital, Printing: large format",N,"102-360 Dufferin StToronto,ONM6K1Z8"
The Liberties Condominiums,19787186,The Liberties Condominiums,6,717 Bay St,Under $1 Million,,416-599-5487,1990,,Address,416-599-5613,www.theliberties.ca,"Toronto Metropolitan Municipality, ON",Ms. Mary Terpsiadou-Admin,"562910-Remediation Services
562210-Waste Treatment and Disposal
561110-Office Administrative Services
531310-Real Estate Property Managers","Administrative and Support, Waste Management and Remediation Services
Real Estate","Waste management services, Site remediation, Property management, Administrative management services",N,"717 Bay StToronto,ONM5G2J9"
The Linden School,33131129,The Linden School,3,10 Rosehill Ave,N/A,,416-966-4406,,,Address,416-966-9736,www.lindenschool.ca,"Toronto Metropolitan Municipality, ON","Ms. Janice Gladstone-Schl Prin
Ms. Nancy Hurst-Bus Mgr",611110-Elementary and Secondary Schools,Educational Services,School: elementary & secondary,N,"10 Rosehill AveToronto,ONM4T1G5"
The Logistics Institute,19438987,The Logistics Institute,5,501-20 Maud St,Under $1 Million,,416-363-3005,1991,,Address,416-363-5598,www.loginstitute.ca,"Toronto Metropolitan Municipality, ON",Mr. Victor Deyglio-Founder/Pres,"611430-Professional and Management Development Training
813910-Business Associations","Services
Educational Services","Association: business, Professional development training",N,501-20 Maud StM5V2M5
The Loose Moose,19139569,The Loose Moose,80,146 Front St W,N/A,,416-977-8840,1993,Service Inspired Restaurants200-5360 South Service RdBurlingtonONL7L5L1,Address,416-977-7818,www.theloosemoose.ca,"Toronto Metropolitan Municipality, ON",,722511-Full-Service Restaurants,Accommodation and Food Services,Restaurant: full-service,N,"146 Front St WToronto,ONM5J1G2"
The Mabin School,33132078,The Mabin School,,50 Poplar Plains Rd,N/A,,416-964-9594,,,Address,416-964-3643,www.mabin.com,"Toronto Metropolitan Municipality, ON","Ms. Julie Binmore-Dir-Comm/Mktg/Lrng Strat
Mr. Jim Nicoletti-Schl Prin
Ms. Anna Recknagel-Office Admin
Ms. Sonia Satov-Librarian",611110-Elementary and Secondary Schools,Educational Services,"School: elementary, Kindergarten, School: private",N,50 Poplar Plains RdM4V2M8
The MacLaren Group Inc.,110467321,The MacLaren Group Inc.,7,37 Morse St,Under $1 Million,,416-462-9987,,,Address,416-462-9755,www.maclarengroup.com,"Toronto Metropolitan Municipality, ON",Mr. Mark MacLaren-Pres,"611430-Professional and Management Development Training
611690-All Other Schools and Instruction
611510-Technical and Trade Schools",Educational Services,"Training courses: computer software, Training courses, Training courses: financial, Training courses: information technology, Training consulting service",YExport Countries:United States,37 Morse StM4M2P7
The Magical Duda,120106538,The Magical Duda,3,222-75 Broadway Ave,Under $1 Million,,855-223-3832,1993,,Address,,www.magicalduda.com,"Toronto Metropolitan Municipality, ON",Mr. Cory Clarke-Mgr,711130-Musical Groups and Artists,"Arts, Entertainment and Recreation",Entertainers: magician/illusionist,N,"222-75 Broadway AveToronto,ONM4P1V1"
The Mail Slot Inc.,75855050,The Mail Slot Inc.,2,2192 Queen St E,Under $1 Million,,416-690-4990,1996,,Address,416-690-8790,www.mailslot.ca,"Toronto Metropolitan Municipality, ON",Mr. Kevin Graham-Owner,"323114-Quick Printing
323115-Digital Printing
323119-Other Printing
561430-Business Service Centres","Administrative and Support, Waste Management and Remediation Services
Manufacturer","Printing: commercial, Photocopying, Business service center",N,"2192 Queen St EToronto,ONM4E1E6"
The Marketing Store,30385795,The Marketing Store,115,200-1209 King St W,$25-50 Million,,416-533-8679,2000,,Address,,www.themarketingstore.com,"Toronto Metropolitan Municipality, ON",Ms. Melanie Stefan-Exec Asst,"541810-Advertising Agencies
541619-Other Management Consulting Services","Professional, Scientific & Technical Services","Marketing firm, Advertising agency",N,200-1209 King St WM6K1G2Parent Company:The Marketing Store701 East 22nd StChicagoIL60148United States
The Mason Group,121532774,The Mason Group,15,2502-25 King St W,N/A,,416-572-5260,,,Address,,www.masongroup.ca,"Toronto Metropolitan Municipality, ON","Mr. Mitch Goldstein-Pres
Mrs. Katherine Marr-Mgr",561310-Employment Placement Agencies and Executive Search Services,"Administrative and Support, Waste Management and Remediation Services","Executive search services, Personnel recruiting service: financial, Employment agency: accountants",N,"2502-25 King St WToronto,ONM5L2A1"
The Maytree Foundation,58875166,The Maytree Foundation,20,804-170 Bloor St W,$1-5 Million,"6,500",416-944-2627,1982,,Address,416-944-8915,www.maytree.com,"Toronto Metropolitan Municipality, ON","Ms. Vali Bennett-Dir-Admn/Sec
Mr. Alan Broadbent-Chairman
Mrs. Judy Broadbent-V-Chair
Ms. Elizabeth McIsaac-Pres
Mr. Colin Robertson-Treas
Mr. Markus Stadelmann-Elder-Dir-Commun","813210-Grant-Making and Giving Services
813990-Other Membership Organizations
813310-Social Advocacy Organizations",Services,"Association: non-profit, Association: support group, Charitable organizations",N,"804-170 Bloor St WToronto,ONM5S1T9"
The McQuaig Institute,116080161,The McQuaig Institute,8,601-15 Toronto St,$1-5 Million,,416-941-9418,1949,,Address,,www.mcquaig.com,"Toronto Metropolitan Municipality, ON",Mr. Ian Cameron-Man Dir,561990-All Other Support Services,"Administrative and Support, Waste Management and Remediation Services",Employment support services,N,"601-15 Toronto StToronto,ONM5C2E3"
The McQuillan Group Inc.,19056573,The McQuillan Group Inc.,9PO Box 103,,Under $1 Million,,416-865-0224,1957,,Address,416-865-1614,www.mcquillangroup.com,"Toronto Metropolitan Municipality, ON","Mr. Edward McQuillan-Fin/Insur Adv
Mr. Thomas McQuillan-Pres","524123-Direct, Public, Automobile Insurance Carriers
524111-Direct Individual Life, Health and Medical Insurance Carriers
524299-All Other Insurance Related Activities
524112-Direct Group Life, Health and Medical Insurance Carriers
523930-Investment Advice
524122-Direct, Private, Automobile Insurance Carriers
524210-Insurance Agencies and Brokerages","Finance
Insurance","Insurance: life, Insurance brokerage, Insurance: disability health, Insurance: health, Insurance: automobile, Pension & retirement plan consultants, Insurance: group health, Financial planning services: estate, Risk management for insurance companies",N,"1520-2 Bloor St EToronto,ONM4W1A8"
The Media Concierge,82544779,The Media Concierge,18,206-401 Logan Ave,$1-5 Million,"3,600",416-778-5500,2009,,Address,,www.themediaconcierge.com,"Toronto Metropolitan Municipality, ON",Mr. Trevor Tyre-Partner,"523990-All Other Financial Investment Activities
512190-Post-Production and Other Motion Picture and Video Industries
512110-Motion Picture and Video Production
518210-Data Processing, Hosting, and Related Services","Finance
Information and Cultural Industries","Closed captioning services, Subtitling of motion picture, Archiving, Asset management, Video services, Video conversion, Descriptive video for visually impaired",YExport Countries:International,"206-401 Logan AveToronto,ONM4M2P2"
The Mezzanine Group,122742700,The Mezzanine Group,22,301-8 Camden St,$1-5 Million,,416-583-5831,,,Address,416-598-3792,www.themezzaninegroup.com,"Toronto Metropolitan Municipality, ON",Ms. Lisa Shepherd-Pres,541619-Other Management Consulting Services,"Professional, Scientific & Technical Services",Marketing firm,N,"301-8 Camden StToronto,ONM5V1V1"
The Michener Institute,34361098,The Michener Institute for Applied Health Sciences - Learning Resource Ctr/Lib,3,222 Saint Patrick St,Under $1 Million,,416-596-3101,,The Michener Institute for Applied Health Sciences222 Saint Patrick StTorontoONM5T1V4,Address,416-596-3137,www.michener.ca,"Toronto Metropolitan Municipality, ON",Ms. Juanita Richardson-Librarian,519121-Libraries,Information and Cultural Industries,Library: medical,N,"222 Saint Patrick StToronto,ONM5T1V4"
The Miles Advertising Grp Inc.,18746943,The Miles Advertising Group Inc.,5,1801-1 Yonge St,Under $1 Million,"1,500",416-363-9255,1986,,Address,416-369-0515,,"Toronto Metropolitan Municipality, ON","Ms. Josie Graziosi-VP Prime Serv
Mr. Brian Miles-Pres",531190-Lessors of Other Real Estate Property,Real Estate,Office space rental services: furnished,N,"1801-1 Yonge StToronto,ONM5E1W7"
The Morassutti Group,19098773,The Morassutti Group,4,49 St Clair Ave W,Under $1 Million,,416-340-9900,,,Address,,www.morassutti.com,"Toronto Metropolitan Municipality, ON",Mr. Larry Morassutti-Pres,"531390-Other Activities Related to Real Estate
531310-Real Estate Property Managers",Real Estate,"Real estate consultants, Real estate property management",N,"49 St Clair Ave WToronto,ONM4V1K6"
The Mosaic Institute,123061359,The Mosaic Institute,5,3400-2 Bloor St W,N/A,,416-644-6000,,,Address,416-644-6001,www.mosaicinstitute.ca,"Toronto Metropolitan Municipality, ON","Ms. Wendy Sung-Aad-Dir-Dev
Akshay Sharma-Dir-Ops",813410-Civic and Social Organizations,Services,Association: community,N,"3400-2 Bloor St WToronto,ONM4W3E2"
The National Ballet of Canada,19038422,The National Ballet of Canada,90,470 Queens Quay W,$5-10 Million,"90,000",416-345-9686,1951,,Address,416-345-8323,www.national.ballet.ca,"Toronto Metropolitan Municipality, ON","Mr. David Binet-Chairman
Ms. Julia Drake-Dir-Commun
Mr. Barry Hughson-CEO/Exec Dir
Ms. Karen Kain-Artistic Dir
Ms. Jenny Mah-Payroll/Benefits Mgr
Ms. Pamela Ouzounian-Board Sec
Ms. Diana Reitberger-Dir-Dev
Ms. Lisa Robinson-Education & Outreach Mgr
Ms. Barry Shour-Dir-Fin",711120-Dance Companies,"Arts, Entertainment and Recreation",Dance company: ballet,N,470 Queens Quay WM5V3K4
The National Club,112424521,The National Club,100,303 Bay St,N/A,,416-364-3247,1840,,Address,416-364-5666,www.thenationalclub.com,"Toronto Metropolitan Municipality, ON","Ms. Laurie Farnum-Clubhouse Mgr
Mr. Shawn Ganderton-Controller
Mr. Bill Morari-Gen Mgr","722320-Caterers
813920-Professional Organizations
721111-Hotels","Accommodation and Food Services
Services","Association: professional membership, Banquet hall, Hotel operation",N,"303 Bay StToronto,ONM5H2R1"
The Natl Citizens Coalition,35899189,The National Citizens Coalition,9,501-27 Queen St E,Under $1 Million,,416-869-3838,1967,,Address,416-869-1891,www.nationalcitizens.ca,"Toronto Metropolitan Municipality, ON","Ms. Miriam Alford-VP-Fin/Admn
Mr. Peter Coleman-Pres/CEO","813910-Business Associations
813310-Social Advocacy Organizations",Services,"Association: non-profit, Advocacy group",N,"501-27 Queen St EToronto,ONM5C2M6"
The Nutty Chocolatier Co. Ltd.,122817304,The Nutty Chocolatier Co. Ltd.,6,2179 Queen St E,N/A,,416-698-5548,,Home Sweet Home Candy Co. Ltd.26 Taylor BlvdPort PerryONL9L1B2,Address,416-698-5388,www.thenuttychocolatier.com,"Toronto Metropolitan Municipality, ON",,445292-Confectionery and Nut Stores,Retail,"Chocolate shop, Chocolate products",N,"2179 Queen St EToronto,ONM4E1E5"
The Old Spaghetti Factory Ltd.,19083906,The Old Spaghetti Factory Ltd.,140,54 The Esplanade,N/A,"17,000",416-864-9761,1971,Esplanade Restaurants Ltd.201-56 The EsplanadeTorontoONM5E1A7,Address,416-864-1928,www.oldspaghettifactory.net,"Toronto Metropolitan Municipality, ON","Mr. Graham Hnatiw-Gen Mgr
Mr. Peter Hnatiw-Pres",722511-Full-Service Restaurants,Accommodation and Food Services,Restaurant: full-service,N,"54 The EsplanadeToronto,ONM5E1A6"
The Ont Workplace Tribunal Lib,34356734,The Ontario Workplace Tribunals Library,2,700-505 University Ave,Under $1 Million,,416-314-3700,1998,,Address,416-326-5164,www.owtlibrary.on.ca,"Toronto Metropolitan Municipality, ON","Ms. Martha Murphy-Hd Librarian
Ms. Emily Sinclair-Librarian",519121-Libraries,Information and Cultural Industries,Library: government,N,700-505 University AveM5G2P2
The Ontario Dental Association,35818288,The Ontario Dental Association,45,4 New St,$1-5 Million,,416-922-3900,1867,,Address,416-922-9005,www.youroralhealth.ca,"Toronto Metropolitan Municipality, ON",Ms. Cathy Ludlow-Mgr-Membership/Mktg,813920-Professional Organizations,Services,Association: professional,N,"4 New StToronto,ONM5R1P6"
The Ontario PC Party,36030609,The Ontario PC Party,,59 Adelaide St E,N/A,,416-861-0020,,,Address,416-861-9593,www.ontariopc.com,"Toronto Metropolitan Municipality, ON","Mr. Richard Ciano-Pres
Mr. Robert Col-Treas",813940-Political Organizations,Services,Political Party,N,59 Adelaide St EFloor 4M5C1K6
The Orange Record Label,68922668,The Orange Record Label,9,400-567 Queen St W,$1-5 Million,,416-504-8084,2002,,Address,416-504-8972,,"Toronto Metropolitan Municipality, ON","Mr. Daryn Barry-Corp Fin Off
Mr. Aubrey Winfield-Pres",512240-Sound Recording Studios,Information and Cultural Industries,Recording/sound studio,N,"400-567 Queen St WToronto,ONM5V2B6"
The Phelps Group Inc.,57459094,The Phelps Group Inc.,25,1400-401 Bay St,N/A,,416-364-6229,1986,,Address,,www.phelpsgroup.ca,"Toronto Metropolitan Municipality, ON","Ms. Heather Phelps-Partner
Ms. Valerie Phelps-Founding Prtnr","541690-Other Scientific and Technical Consulting Services
541612-Human Resources Consulting Services
711410-Agents and Managers for Artists, Athletes, Entertainers and Other Public Figures
561310-Employment Placement Agencies and Executive Search Services
561320-Temporary Help Services","Administrative and Support, Waste Management and Remediation Services
Arts, Entertainment and Recreation
Professional, Scientific & Technical Services","Temporary help service, Employment agency: office administration, Talent agency, Executive search services, Career consultants, Outplacement services",N,"1400-401 Bay StToronto,ONM5H2Y4"
The Photo Company,57795430,The Photo Company,1,202-127 Yonge St,Under $1 Million,450,416-366-4301,1981,,Address,,www.thephotocompany.com,"Toronto Metropolitan Municipality, ON",Ms. Joanne Kyle-Pres,541920-Photographic Services,"Professional, Scientific & Technical Services",Photographic studio,N,"202-127 Yonge StToronto,ONM5C1W4"
The Picture Frame Factory Ltd.,18581175,The Picture Frame Factory Ltd.,5,1-1645 Queen St W,Under $1 Million,"6,000",416-504-8788,1977,,Address,416-504-9837,www.pictureframefactory.ca,"Toronto Metropolitan Municipality, ON",Mr. Tufan Ugur-Pres,323119-Other Printing,Manufacturer,Printing: custom,N,"1-1645 Queen St WToronto,ONM6R1A9"
The Planning Partnership,196802446,The Planning Partnership,,500-1255 Bay St,N/A,,416-975-1556,,,Address,416-975-1580,www.planpart.ca,"Toronto Metropolitan Municipality, ON","Ms. Donna Hinde-Principal
Mr. Daniel Leeming-Principal
Mr. Bruce Hall-Principal
way Ying Di Giorgio-Principal
Mr. Ron Palmer-Principal
Mr. David Leinste-Principal
Mr. Michael Ormston-Holloway-Principal
Ms. Naomi Zwolinski-Office Mgr",541320-Landscape Architectural Services,"Professional, Scientific & Technical Services","Urban planners, Architects: landscape, Planners: land",,500-1255 Bay StM5R2A9
The Power Plant Contemporary,112424571,The Power Plant Contemporary Art Gallery,20,231 Queens Quay W,$1-5 Million,,416-973-4949,1987,,Address,416-973-4933,www.thepowerplant.org,"Toronto Metropolitan Municipality, ON","Ms. Gaetane Verna-Dir
Ms. Brittany Hollis -Visitors' Serv Coord",712111-Non-Commercial Art Museums and Galleries,"Arts, Entertainment and Recreation",Art gallery,N,"231 Queens Quay WToronto,ONM5J2G8"
The Profitline Inc.,75854672,The Profitline Inc.,12,100-180 Bloor St W,$1-5 Million,"2,000",416-861-8177,2003,,Address,,www.theprofitline.com,"Toronto Metropolitan Municipality, ON",Ms. Fern Gordon-Owner,"541215-Bookkeeping, Payroll and Related Services","Professional, Scientific & Technical Services",Bookkeeping services,N,"100-180 Bloor St WToronto,ONM5S2V6"
The Realty Network,113414022,The Realty Network,10,300 King St E,Under $1 Million,,416-233-8844,2010,,Address,416-233-8844,www.realty-network.ca,"Toronto Metropolitan Municipality, ON",Mr. Gus Kastanis-Pres,"531320-Offices of Real Estate Appraisers
541410-Interior Design Services
531212-Offices of Real Estate Brokers","Real Estate
Professional, Scientific & Technical Services","Real estate agents: residential, Real estate appraisers: res, Home staging",N,"300 King St EFloor 3Toronto,ONM5A1K4"
The Red Head Gallery,19042994,The Red Head Gallery,1,115-401 Richmond St W,Under $1 Million,"2,100",416-504-5654,1990,,Address,,www.redheadgallery.org,"Toronto Metropolitan Municipality, ON",Miss. Kimberley Lillywhite-Admv Dir,712111-Non-Commercial Art Museums and Galleries,"Arts, Entertainment and Recreation",Art gallery,N,"115-401 Richmond St WToronto,ONM5V3A8"
The Regional Insurance Service,18749624,The Regional Insurance Services Inc.,5,1284 Dundas St W,Under $1 Million,,416-531-4674,1966,The Regional Insurance Services Inc.34-2800 Skymark AveMississaugaONL4W5A6,Address,416-535-4951,www.regionalinsurance.com,"Toronto Metropolitan Municipality, ON",Mr. Luis Arruda-Exec Dir,524210-Insurance Agencies and Brokerages,Insurance,Insurance brokerage,N,"1284 Dundas St WToronto,ONM6J1X7"
The Responsive Marketing Group,18759657,The Responsive Marketing Group Inc.,30,3000-90 Eglinton Ave W,$1-5 Million,,416-921-6595,1993,,Address,416-921-2373,www.rmgsite.com,"Toronto Metropolitan Municipality, ON","Mr. Michael Davis-CEO
Mr. Andrew Langhorne-COO
Ms. Marianne Mulders-VP","561490-Other Business Support Services
561420-Telephone Call Centres","Administrative and Support, Waste Management and Remediation Services","Fundraising: contract, Call handling center",N,3000-90 Eglinton Ave WM4R2E4
The Retired Teachers - Ontario,19815820,The Retired Teachers of Ontario,22,300-18 Spadina Rd,$1-5 Million,"6,000",416-962-9463,1968,,Address,416-962-1061,www.rto-ero.org,"Toronto Metropolitan Municipality, ON",Mr. Jim Grieve-Exec Dir,"813910-Business Associations
813920-Professional Organizations",Services,"Association: professional membership, Association: non-profit",,"300-18 Spadina RdToronto,ONM5R2S7"
